Name,Account ID,Transaction ID,Account Type,Asset,Ticker,Quantity,Trade Date,Settlement Date,Price Per Share,Currency,Status,Notes
sylvia MCCOY,ACC-2107-50,085ced76,401(k),APPLE INC.,aapl,851,11-Jul-2025,14-Jul-2025,N/A,EUR,Completed,
christopher Miller,ACC-7393-87,6764b1cf,Trust,Tesla Inc.,Tsla,915,1/26/2024,1/29/2024,N/A,CAD,Completed,short-term
danielle PRICE,ACC-4627-83,1620f1a7,401(k),MICROSOFT CORP,MSFT,846,2/20/2025,2/21/2025,$919.5,CAD,Completed,short-term
shawn drake,ACC-9933-80,78947d8e,Brokerage, JOHNSON & JOHNSON ,JNJ,150,8-Dec-2023,,$1663.0,CAD,Pending,pending
tara Mccoy,ACC-9847-12,248405f9,Roth IRA,johnson & johnson,JN,N/A,4/21/2022,,$3001.98,CAD,Pending,pending
,ACC-9435-86,7bded94d,Roth IRA,TESLA INC.,Tsla,688,6/1/2023,6/2/2023,N/A,CAD,Completed,auto-invest
kenneth SCHULTZ,ACC-2070-05,a3250a33,Brokerage,"amazon.com, inc.",AMZN,195,24-Dec-2024,26-Dec-2024,2483.23usd,EUR,Completed,watchlist
jorge LANE,ACC-5906-61,4cd04f3a,Roth IRA,Johnson & Johnson,JNJ,440,17-Jan-2024,18-Jan-2024,N/A,EUR,Completed,short-term
jasmine RICHARD,ACC-1551-74,c0a5f5d3,Joint, BERKSHIRE HATHAWAY ,Brk.A,838,5/21/2025,22-May-2025,"1,028.86 USD",USD,Completed,
Casey MIDDLETON,ACC-1246-49,ae5f3258,401(k),"AMAZON.COM, INC.",amzn,894,9/23/2022,9/26/2022,$426.26,USD,Completed,dividends reinvested
CHRISTOPHER Miller,ACC-7393-87,94fcc20e,Trust,TESLA INC.,TSLA,91,3/18/2025,19-Mar-2025,N/A,EUR,Completed,
CYNTHIA Mills,ACC-8689-39,9d307701,Custodial,apple inc.,AAPL,303,15-May-2025,5/16/2025,N/A,CAD,Completed,watchlist
Jasmine Richard,ACC-1551-74,7f52e0fb,Joint, META PLATFORMS ,META,480,7/11/2022,7/12/2022,1599.83,CAD,Completed,watchlist
Ashlee BELL,ACC-8139-72,d9edd56c,Brokerage,META PLATFORMS,META,301,30-Aug-2021,31-Aug-2021,$3121.5,CAD,Completed,
mark Brown,ACC-1558-54,06e333a0,Brokerage,BERKSHIRE HATHAWAY,brk.a,654,8/10/2023,8/11/2023,3187.84,EUR,Completed,short-term
ROBERT Hodges,ACC-2514-34,e190f73d,Joint,Apple Inc.,AAPL,66,4/23/2025,,$4039.22,CAD,Pending,pending
rebecca Ward dvm,ACC-6634-62,e7ae4878,Brokerage,NETFLIX,NFLX,495,7/16/2025,,$4185.2,EUR,Pending,pending
Lauren miranda,ACC-6696-75,9bfa1ed7,Roth IRA,alphabet inc.,GOOGL,955,12/12/2023,13-Dec-2023,1997.51,EUR,Completed,
LESLIE Montoya,ACC-1613-88,a96a17b5,Roth IRA,Tesla Inc.,tsla,N/A,10/4/2024,10/7/2024,3683.98usd,USD,Completed,
Stacy Lee,ACC-1001-75,19f58e18,Custodial,APPLE INC.,AAPL,209,6/24/2025,,416.16,CAD,Pending,pending
drew salazar,ACC-1788-81,382eb6a2,Joint," Amazon.Com, Inc. ",Amzn,696,27-Jan-2023,1/30/2023,$2027.46,EUR,Completed,
,ACC-4336-74,726975d5,401(k),berkshire hathaway,Brk.A,979,7-Nov-2023,11/8/2023,$678.35,CAD,Completed,
Glen Thomas,ACC-0608-88,96f36809,Brokerage,"amazon.com, inc.",amzn,392,6/6/2025,,N/A,EUR,Pending,pending
KENNETH Hartman,ACC-0980-93,1524f5ad,401(k),TESLA INC.,TSL,637,12/17/2024,12/18/2024,2934.91usd,USD,Completed,
Gary lynch,ACC-6213-57,56881898,Custodial,Johnson & Johnson,Jnj,470,1-Sep-2023,9/5/2023,"$4,927.75",CAD,Completed,short-term
LEON Daniels,ACC-0416-72,4b798e50,Custodial,tesla inc.,Tsla,N/A,12-Feb-2025,2/13/2025,$4022.6,CAD,Completed,auto-invest
courtney dean,ACC-4954-88,b2176277,Brokerage,Meta Platforms,Meta,ten,1/21/2025,22-Jan-2025,"2,233.84 USD",EUR,Completed,
rebecca WARD dvm,ACC-6634-62,06f00f5a,Brokerage,APPLE INC.,AAPL,131,24-Feb-2023,2/27/2023,$167.4,EUR,Completed,watchlist
CHRISTOPHER Esparza,ACC-9384-53,c8840c85,Trust,Meta Platforms,META,ten,21-Nov-2024,,N/A,EUR,Pending,pending
CHRISTOPHER Esparza,ACC-9384-53,c8840c85,Trust,Meta Platforms,META,ten,21-Nov-2024,,N/A,EUR,Pending,pending
LEON Daniels,ACC-0416-72,b3291b06,Custodial,johnson & johnson,JNJ,202,5/2/2025,5/5/2025,"$3,296.16",USD,Completed,dividends reinvested
LEON Daniels,ACC-0416-72,b3291b06,Custodial,johnson & johnson,JNJ,202,5/2/2025,5/5/2025,"$3,296.16",USD,Completed,dividends reinvested
ROBERT Morrison,ACC-9277-26,31712c88,Trust,netflix,nflx,72,8-Feb-2024,,N/A,USD,Pending,pending
ROBERT Morrison,ACC-9277-26,31712c88,Trust,netflix,nflx,72,8-Feb-2024,,N/A,USD,Pending,pending
yvette WHITE,ACC-5871-08,6c7944e3,Custodial,Alphabet Inc.,Googl,218,5/8/2024,9-May-2024,669.37,CAD,Completed,watchlist
yvette WHITE,ACC-5871-08,6c7944e3,Custodial,Alphabet Inc.,Googl,218,5/8/2024,9-May-2024,669.37,CAD,Completed,watchlist
ronald Sparks,ACC-8952-72,4248c76b,Trust,Berkshire Hathaway,Brk.A,867,30-Jun-2025,1-Jul-2025,$271.59,CAD,Completed,dividends reinvested
ronald Sparks,ACC-8952-72,4248c76b,Trust,Berkshire Hathaway,Brk.A,867,30-Jun-2025,1-Jul-2025,$271.59,CAD,Completed,dividends reinvested
THOMAS Dougherty,ACC-7947-92,09764aff,401(k),ALPHABET INC.,Googl,117,3/2/2022,3/3/2022,N/A,EUR,Completed,dividends reinvested
THOMAS Dougherty,ACC-7947-92,09764aff,401(k),ALPHABET INC.,Googl,117,3/2/2022,3/3/2022,N/A,EUR,Completed,dividends reinvested
mrs. Melissa Martinez Md,ACC-9435-86,1391f0f5,Roth IRA,MICROSOFT CORP,Msft,ten,4/10/2025,4/11/2025,N/A,CAD,Completed,
mrs. Melissa Martinez Md,ACC-9435-86,1391f0f5,Roth IRA,MICROSOFT CORP,Msft,ten,4/10/2025,4/11/2025,N/A,CAD,Completed,
KAREN SHAFFER,ACC-4827-00,a067f35d,Brokerage, alphabet inc. ,Googl,43,1-Mar-2022,,"$3,764.24",CAD,Pending,pending
KAREN SHAFFER,ACC-4827-00,a067f35d,Brokerage, alphabet inc. ,Googl,43,1-Mar-2022,,"$3,764.24",CAD,Pending,pending
Terry NEWTON,ACC-7705-30,8393b232,401(k),"AMAZON.COM, INC.",AMZN,N/A,4/21/2025,,"4,954.17 USD",CAD,Pending,pending
Terry NEWTON,ACC-7705-30,8393b232,401(k),"AMAZON.COM, INC.",AMZN,N/A,4/21/2025,,"4,954.17 USD",CAD,Pending,pending
JESSICA arellano,ACC-5569-10,36642b4e,Roth IRA,Berkshire Hathaway,BRK.A,977,1/29/2025,,598.70,CAD,Pending,pending
JESSICA arellano,ACC-5569-10,36642b4e,Roth IRA,Berkshire Hathaway,BRK.A,977,1/29/2025,,598.70,CAD,Pending,pending
TOTAL,,,,,,,,,"$3,245,000",,,
,,,,,,,,,,,,
*,*,*,*,*,*,*,*,*,*,*,*,*
